system:index,B11_2018,B11_2024,B12_2018,B12_2024,B2_2018,B2_2024,B3_2018,B3_2024,B4_2018,B4_2024,B8_2018,B8_2024,DW_LABEL_2018,DW_LABEL_2024,MNDWI_2018,MNDWI_2024,NDBI_2018,NDBI_2024,NDVI_2018,NDVI_2024,NDWI_2018,NDWI_2024,latitude,longitude,point_id,region,region_id,.geo
1_1_1_1_1_1_1_1_1_1_1_2_407_0_1_1_1_1_1_1_1_1_1_1_1_2_407_0,0.2555,0.177,0.1933,0.1203,0.0728,0.0424,0.0988,0.071,0.143,0.0782,0.232,0.2176,4,4,-0.44228056,-0.42741936,0.04820513,-0.102889,0.23733333,0.47126436,-0.40266022,-0.5079695,19.89700980678431,73.67276782850281,407.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_408_0_1_1_1_1_1_1_1_1_1_1_1_2_408_0,0.3364,0.3295,0.2416,0.2364,0.0755,0.068,0.1056,0.1021,0.169,0.1526,0.2586,0.2518,5,4,-0.522172,-0.52687675,0.1307563,0.13366592,0.20954163,0.24530168,-0.42009884,-0.42300084,20.101556196978326,73.75756879132369,408.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_409_0_1_1_1_1_1_1_1_1_1_1_1_2_409_0,0.3544,0.2623,0.2588,0.2361,0.0898,0.0623,0.121,0.0792,0.1826,0.105,0.2584,0.1562,4,4,-0.490955,-0.536164,0.15665796,0.25352448,0.1718821,0.19601838,-0.36215076,-0.3271028,20.06858802605114,73.76825874320473,409.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_410_0_1_1_1_1_1_1_1_1_1_1_1_2_410_0,0.1449,0.19115,0.1039,0.13625,0.04845,0.05165,0.0666,0.0695,0.0721,0.0824,0.1864,0.1683,4,4,-0.37021276,-0.4667178,-0.12526411,0.063569345,0.44216636,0.3426406,-0.47351778,-0.4154752,20.068318531465906,73.66962372500839,410.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_411_0_1_1_1_1_1_1_1_1_1_1_1_2_411_0,0.3039,0.2783,0.24205,0.21325,0.08365,0.0771,0.1161,0.10165,0.1585,0.1377,0.2371,0.2141,4,4,-0.44714287,-0.4649296,0.123475045,0.13038181,0.19868554,0.21716885,-0.3425821,-0.35613617,20.14036341725229,73.66531181164463,411.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_412_0_1_1_1_1_1_1_1_1_1_1_1_2_412_0,0.2197,0.2375,0.1501,0.1938,0.0634,0.0545,0.0901,0.08195,0.1002,0.1205,0.2286,0.1998,4,4,-0.4183344,-0.48693067,-0.019852778,0.08621084,0.39051095,0.2475804,-0.43457797,-0.4182786,19.853172020919278,73.93947763635789,412.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_413_0_1_1_1_1_1_1_1_1_1_1_1_2_413_0,0.3367,0.3642,0.2568,0.2757,0.0903,0.0832,0.1256,0.1102,0.1816,0.1628,0.261,0.2332,5,4,-0.4566299,-0.53541315,0.12665217,0.21928357,0.17939448,0.17777778,-0.3502328,-0.35818288,20.114132610956,73.78891999473947,413.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_414_0_1_1_1_1_1_1_1_1_1_1_1_2_414_0,0.224,0.2102,0.201,0.1873,0.1076,0.106,0.1487,0.1256,0.1874,0.1482,0.2267,0.1754,6,6,-0.20203917,-0.2519357,-0.0059906812,0.090248965,0.09490461,0.08405439,-0.20777836,-0.1654485,19.95719693082032,73.76933672154566,414.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_415_0_1_1_1_1_1_1_1_1_1_1_1_2_415_0,0.3242,0.3257,0.25585,0.2451,0.0912,0.0616,0.1141,0.0878,0.1618,0.1364,0.2456,0.211,4,5,-0.47935203,-0.5753325,0.13794313,0.21371344,0.20569465,0.21473806,-0.36558244,-0.41231593,19.95315451204178,73.70591566248683,415.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_416_0_1_1_1_1_1_1_1_1_1_1_1_2_416_0,0.1516,0.1348,0.0802,0.0921,0.0414,0.0452,0.0597,0.0657,0.0478,0.0668,0.2969,0.2118,4,4,-0.43492666,-0.3446384,-0.3239688,-0.2221581,0.7226574,0.5204594,-0.6651711,-0.5264865,19.939500119723164,73.78469791290411,416.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_417_0_1_1_1_1_1_1_1_1_1_1_1_2_417_0,0.1662,0.1594,0.10425,0.0983,0.0511,0.04,0.07005,0.0642,0.05805,0.0558,0.2767,0.3022,4,4,-0.40698412,-0.4257603,-0.24949199,-0.30935875,0.653174,0.6882682,-0.5959625,-0.6495633,19.946956136581356,73.85404785283814,417.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_418_0_1_1_1_1_1_1_1_1_1_1_1_2_418_0,0.2208,0.2352,0.1815,0.1963,0.0887,0.0893,0.1121,0.1112,0.1317,0.1288,0.2071,0.2008,6,6,-0.3265245,-0.35796767,0.032016825,0.078899086,0.22255018,0.2184466,-0.29761904,-0.2871795,19.950010408547364,73.89420254603827,418.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_419_0_1_1_1_1_1_1_1_1_1_1_1_2_419_0,0.2448,0.24055,0.1818,0.16535,0.0691,0.06815,0.105,0.09505,0.1366,0.1179,0.2805,0.2858,6,6,-0.39965695,-0.43355185,-0.067961164,-0.08596941,0.3450012,0.4159029,-0.45525292,-0.50085336,20.129134476200797,73.71507847838484,419.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_420_0_1_1_1_1_1_1_1_1_1_1_1_2_420_0,0.2563,0.2343,0.2076,0.1844,0.0849,0.054,0.0982,0.0744,0.1128,0.0808,0.2182,0.2088,6,6,-0.44598025,-0.5179786,0.08029505,0.057549085,0.318429,0.44198895,-0.37926674,-0.47457626,19.992141395372567,73.90210772053852,420.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_421_0_1_1_1_1_1_1_1_1_1_1_1_2_421_0,0.1732,0.27165,0.1192,0.1978,0.054,0.1026,0.0722,0.1298,0.0776,0.1866,0.2218,0.268,4,4,-0.41157293,-0.35334414,-0.12303797,0.006763643,0.48162994,0.1790585,-0.50884354,-0.34741077,19.857124608169404,73.92528425486881,421.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_422_0_1_1_1_1_1_1_1_1_1_1_1_2_422_0,0.2466,0.2174,0.1894,0.1629,0.0596,0.05,0.0777,0.0711,0.0965,0.0756,0.258,0.2608,6,6,-0.52081406,-0.5071057,-0.022592152,-0.090757005,0.45557123,0.5505351,-0.53708667,-0.5715577,20.05565228595982,73.81865423064383,422.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_423_0_1_1_1_1_1_1_1_1_1_1_1_2_423_0,0.2652,0.19485,0.1885,0.1656,0.0558,0.035,0.0764,0.0477,0.1064,0.06735,0.2148,0.1172,1,5,-0.5526932,-0.606679,0.105,0.24883832,0.33748442,0.2701165,-0.4752747,-0.42146754,19.9540528273259,73.67555260588358,423.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_424_0_1_1_1_1_1_1_1_1_1_1_1_2_424_0,0.3613,0.3581,0.2622,0.2799,0.0869,0.0892,0.1074,0.1204,0.1654,0.1716,0.2504,0.2492,5,5,-0.5417111,-0.4967607,0.18129802,0.1793183,0.2044252,0.18441065,-0.3996646,-0.34848484,20.06688122701131,73.8613242066395,424.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_425_0_1_1_1_1_1_1_1_1_1_1_1_2_425_0,0.3032,0.2824,0.24,0.22615,0.0817,0.0727,0.114,0.1075,0.175,0.1659,0.2376,0.214,4,4,-0.45349953,-0.44857657,0.12130178,0.13779211,0.15172079,0.12661226,-0.35153583,-0.33125973,19.885960528789642,73.67959502466212,425.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_426_0_1_1_1_1_1_1_1_1_1_1_1_2_426_0,0.1715,0.1586,0.0956,0.0899,0.0456,0.0382,0.0675,0.05525,0.0623,0.05155,0.268,0.2418,4,4,-0.43514645,-0.4832827,-0.21956769,-0.20779221,0.6227672,0.6485427,-0.5976155,-0.6280087,19.87302478869832,73.84308840637188,426.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_427_0_1_1_1_1_1_1_1_1_1_1_1_2_427_0,0.13465,0.1501,0.079,0.0879,0.0412,0.0227,0.05075,0.0444,0.0418,0.0399,0.1871,0.2292,1,1,-0.45253506,-0.54344475,-0.16301477,-0.20854205,0.634775,0.703456,-0.5732605,-0.6754386,19.95126804994513,73.81892372522906,427.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_428_0_1_1_1_1_1_1_1_1_1_1_1_2_428_0,0.1528,0.3134,0.0968,0.2209,0.0512,0.067,0.0654,0.0994,0.0597,0.1418,0.2692,0.273,4,4,-0.40054995,-0.51841086,-0.27582937,0.06889495,0.6369717,0.31629702,-0.6090855,-0.46616542,19.998788928475054,73.81964237745636,428.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_429_0_1_1_1_1_1_1_1_1_1_1_1_2_429_0,0.2167,0.2168,0.1769,0.1521,0.0659,0.08225,0.0852,0.1141,0.1032,0.1251,0.2026,0.2828,4,6,-0.43557468,-0.31036568,0.033627473,-0.13210568,0.32504904,0.38661435,-0.40792218,-0.4250441,19.870329842845962,73.85656313563366,429.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_430_0_1_1_1_1_1_1_1_1_1_1_1_2_430_0,0.1996,0.1426,0.1167,0.0748,0.0425,0.0348,0.0698,0.0518,0.0459,0.0367,0.3072,0.346,4,4,-0.48181143,-0.46707818,-0.21231255,-0.41629145,0.740017,0.8082049,-0.62970823,-0.73956764,20.04604031241974,73.92052318386298,430.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_431_0_1_1_1_1_1_1_1_1_1_1_1_2_431_0,0.21885,0.2281,0.1956,0.1916,0.0865,0.0952,0.1095,0.1242,0.1308,0.1472,0.2005,0.233,6,6,-0.3330288,-0.2949191,0.0437582,-0.010626762,0.21038334,0.2256707,-0.29354838,-0.30459127,19.982259927247252,73.75424502477246,431.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_432_0_1_1_1_1_1_1_1_1_1_1_1_2_432_0,0.1619,0.1315,0.0846,0.1024,0.0349,0.0414,0.0585,0.0544,0.0388,0.0754,0.2736,0.1288,4,4,-0.469147,-0.4147391,-0.2564868,0.010372647,0.7516005,0.26150832,-0.6476965,-0.40611354,20.08287123906864,73.94630483251721,432.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_433_0_1_1_1_1_1_1_1_1_1_1_1_2_433_0,0.23775,0.2415,0.2043,0.2106,0.1224,0.1356,0.1522,0.1558,0.1769,0.1796,0.2257,0.2182,6,6,-0.2193871,-0.21570602,0.026000647,0.05068523,0.121212125,0.09703369,-0.1944959,-0.16684492,19.96132918112727,73.78074532565398,433.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_434_0_1_1_1_1_1_1_1_1_1_1_1_2_434_0,0.2162,0.2151,0.1472,0.1472,0.0547,0.0495,0.0776,0.0797,0.0794,0.0918,0.273,0.2448,4,6,-0.47174948,-0.45929444,-0.11610793,-0.064579256,0.5493757,0.45454547,-0.5573303,-0.50878274,20.040740252243435,73.8589885869008,434.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_435_0_1_1_1_1_1_1_1_1_1_1_1_2_435_0,0.3647,0.2545,0.2725,0.2208,0.0795,0.0497,0.1073,0.0731,0.1614,0.104,0.255,0.1496,5,5,-0.545339,-0.55372405,0.17702115,0.25958923,0.22478387,0.17981073,-0.4076732,-0.34351146,19.900333573335555,73.76098238940335,435.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_436_0_1_1_1_1_1_1_1_1_1_1_1_2_436_0,0.0098,0.01035,0.0088,0.01015,0.0354,0.0285,0.0555,0.04215,0.03,0.0187,0.0121,0.00565,0,0,0.69984686,0.60571426,-0.10502283,0.29375,-0.42517814,-0.53593427,0.6420118,0.7635983,19.89521317621607,73.65956259382625,436.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_437_0_1_1_1_1_1_1_1_1_1_1_1_2_437_0,0.1718,0.19275,0.0881,0.1449,0.0335,0.0571,0.0621,0.0736,0.0396,0.08415,0.3164,0.1807,1,6,-0.46900386,-0.4473437,-0.29619008,0.032266703,0.7775281,0.36454597,-0.6718626,-0.4211561,20.071462634960323,73.72478028345333,437.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_438_0_1_1_1_1_1_1_1_1_1_1_1_2_438_0,0.1808,0.2146,0.126,0.1576,0.0459,0.05345,0.0616,0.06965,0.0611,0.0867,0.1454,0.1959,4,4,-0.49174917,-0.5099384,0.10852238,0.045554202,0.40823245,0.38641188,-0.40483093,-0.47542834,19.874731587738147,73.82772721501343,438.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_439_0_1_1_1_1_1_1_1_1_1_1_1_2_439_0,0.1472,0.184,0.0985,0.107,0.0472,0.043,0.0666,0.0722,0.0552,0.0483,0.215,0.3196,4,4,-0.37698784,-0.43637782,-0.1871894,-0.26926133,0.5914138,0.73742867,-0.5269886,-0.63144463,20.006604271446893,73.8658157830601,439.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_440_0_1_1_1_1_1_1_1_1_1_1_1_2_440_0,0.2091,0.2094,0.13045,0.1457,0.0421,0.04155,0.0686,0.0634,0.0538,0.0729,0.2841,0.2298,1,1,-0.5059417,-0.53519064,-0.15206812,-0.04644809,0.6815626,0.518335,-0.61100084,-0.5675307,20.146292298127477,73.67609159505406,440.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_441_0_1_1_1_1_1_1_1_1_1_1_1_2_441_0,0.2507,0.2404,0.178,0.16235,0.0766,0.06035,0.0974,0.0852,0.121,0.1037,0.2662,0.2297,6,4,-0.4403907,-0.47665846,-0.029986458,0.022761114,0.375,0.3779244,-0.46424642,-0.45887583,19.98252942183249,73.67366614378693,441.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_442_0_1_1_1_1_1_1_1_1_1_1_1_2_442_0,0.1504,0.1934,0.1101,0.1348,0.0426,0.051,0.0652,0.0702,0.0809,0.0796,0.2108,0.237,4,4,-0.39517626,-0.4673748,-0.16722038,-0.10130112,0.44532055,0.4971573,-0.5275362,-0.54296875,20.066342237840843,73.90992306351036,442.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_443_0_1_1_1_1_1_1_1_1_1_1_1_2_443_0,0.2525,0.25635,0.1916,0.1837,0.0724,0.0632,0.0976,0.0904,0.1176,0.1216,0.238,0.2418,4,4,-0.442445,-0.47858688,0.029561672,0.02920807,0.33858266,0.330765,-0.4183552,-0.45574954,20.111078338989994,73.7320566372547,443.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_444_0_1_1_1_1_1_1_1_1_1_1_1_2_444_0,0.1837,0.2121,0.1158,0.1291,0.0558,0.0427,0.0782,0.0832,0.0797,0.064,0.2438,0.3144,4,4,-0.4028255,-0.43650526,-0.1405848,-0.194302,0.5072643,0.6617336,-0.51428574,-0.5814889,20.002561852668354,73.83706969396827,444.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_445_0_1_1_1_1_1_1_1_1_1_1_1_2_445_0,0.2589,0.2844,0.1695,0.224,0.0774,0.0836,0.107,0.113,0.1434,0.1433,0.2912,0.2357,4,6,-0.41514075,-0.43130347,-0.058716595,0.09363584,0.34008282,0.24379948,-0.4625816,-0.3518784,19.934918711774156,73.67133052404822,445.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_446_0_1_1_1_1_1_1_1_1_1_1_1_2_446_0,0.1768,0.19235,0.1256,0.1439,0.0552,0.04265,0.0693,0.0635,0.0645,0.07285,0.2346,0.2027,4,4,-0.4368143,-0.5036154,-0.14049587,-0.026199216,0.5687061,0.47123933,-0.5439289,-0.5229151,20.052777677050635,73.72540910415222,446.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_447_0_1_1_1_1_1_1_1_1_1_1_1_2_447_0,0.211,0.2213,0.1385,0.1473,0.05335,0.0479,0.06915,0.0695,0.07275,0.0715,0.2183,0.262,4,6,-0.5063359,-0.52200824,-0.017004427,-0.084212705,0.5000859,0.5712144,-0.51887286,-0.58069384,19.89521317621607,73.85332920061084,447.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_448_0_1_1_1_1_1_1_1_1_1_1_1_2_448_0,0.1826,0.1858,0.1098,0.118,0.0365,0.0327,0.076,0.0518,0.0431,0.0448,0.354,0.2852,4,4,-0.41221964,-0.56397307,-0.31941855,-0.21104033,0.7829262,0.72848487,-0.6465116,-0.6925816,20.121768290871014,73.8342849165875,448.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_449_0_1_1_1_1_1_1_1_1_1_1_1_2_449_0,0.3042,0.2907,0.2281,0.2057,0.0581,0.0432,0.0839,0.0657,0.1128,0.0932,0.2114,0.1892,5,1,-0.5676372,-0.63131315,0.17998448,0.2115024,0.30413324,0.33994335,-0.4317643,-0.48450372,20.09616630527361,73.73780585507306,449.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_450_0_1_1_1_1_1_1_1_1_1_1_1_2_450_0,0.1559,0.1893,0.1138,0.1208,0.0501,0.0597,0.0658,0.08245,0.0686,0.0824,0.1936,0.263,4,4,-0.40640506,-0.39319226,-0.10786838,-0.16294494,0.47673532,0.52287203,-0.4926754,-0.5226516,19.86467045655601,73.87722438716841,450.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_451_0_1_1_1_1_1_1_1_1_1_1_1_2_451_0,0.1907,0.1737,0.1336,0.1175,0.0888,0.044,0.12,0.0712,0.1174,0.0638,0.3108,0.2632,4,4,-0.22755069,-0.41853818,-0.23948155,-0.20485237,0.4516581,0.6097859,-0.44289693,-0.57416266,20.049633573556218,73.74508220887444,451.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_452_0_1_1_1_1_1_1_1_1_1_1_1_2_452_0,0.1434,0.1395,0.1081,0.1006,0.0478,0.0673,0.0612,0.088,0.0678,0.0925,0.1628,0.392,4,4,-0.40175954,-0.22637363,-0.063357286,-0.47507057,0.41196877,0.61816305,-0.45357144,-0.6333333,20.009209385770838,73.94217258221026,452.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_453_0_1_1_1_1_1_1_1_1_1_1_1_2_453_0,0.1517,0.16285,0.1055,0.12265,0.0465,0.06805,0.0613,0.08555,0.074,0.0907,0.1332,0.1532,4,4,-0.42441314,-0.31119162,0.064935066,0.030533144,0.2857143,0.25625256,-0.3696658,-0.2833508,19.95504097413843,73.6674677683265,453.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_454_0_1_1_1_1_1_1_1_1_1_1_1_2_454_0,0.14385,0.141,0.09615,0.094,0.04265,0.0227,0.05635,0.0434,0.0531,0.0336,0.1707,0.2624,1,1,-0.43706295,-0.5292842,-0.085360035,-0.300942,0.5254692,0.772973,-0.50363356,-0.71615434,19.97291744829241,73.81784574688811,454.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_455_0_1_1_1_1_1_1_1_1_1_1_1_2_455_0,0.1912,0.1771,0.10385,0.1011,0.05145,0.0372,0.07635,0.0753,0.05235,0.0558,0.3362,0.298,4,4,-0.42926556,-0.40332806,-0.27493364,-0.25447273,0.73053664,0.6845676,-0.629863,-0.59657115,19.911382851330224,73.86024622829856,455.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_456_0_1_1_1_1_1_1_1_1_1_1_1_2_456_0,0.2311,0.2276,0.1561,0.16315,0.0434,0.0435,0.063,0.063,0.0642,0.06145,0.2144,0.2029,1,1,-0.5715743,-0.5664143,0.037485972,0.057375144,0.5391242,0.53508604,-0.54578227,-0.52613765,19.857573765811463,73.71480898379961,456.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_457_0_1_1_1_1_1_1_1_1_1_1_1_2_457_0,0.2367,0.2069,0.1682,0.1247,0.0976,0.0442,0.1148,0.0922,0.1414,0.0872,0.3108,0.2798,4,4,-0.34679943,-0.3834838,-0.13534246,-0.14978427,0.37461302,0.52479565,-0.46052632,-0.5043011,20.05888622098265,73.82269664942237,457.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_458_0_1_1_1_1_1_1_1_1_1_1_1_2_458_0,0.2177,0.23155,0.1995,0.20395,0.071,0.07285,0.0824,0.0976,0.1144,0.134,0.1554,0.178,5,4,-0.4508497,-0.40695733,0.16697936,0.13075326,0.15196441,0.14102565,-0.30698067,-0.29172716,19.879043501101922,73.74687883944267,458.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_459_0_1_1_1_1_1_1_1_1_1_1_1_2_459_0,0.1686,0.1843,0.1444,0.1571,0.0836,0.07,0.0992,0.0894,0.1084,0.1052,0.1288,0.1508,6,6,-0.25914863,-0.34673,0.1338265,0.099970154,0.08600337,0.178125,-0.12982456,-0.25562033,20.023402767259928,73.83859682995127,459.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_460_0_1_1_1_1_1_1_1_1_1_1_1_2_460_0,0.2912,0.2196,0.2086,0.1673,0.0678,0.0483,0.0919,0.0744,0.1376,0.1066,0.2312,0.1898,4,4,-0.5202297,-0.49387756,0.114854515,0.072789446,0.2537961,0.28070176,-0.43113586,-0.43679032,20.09751377819979,73.77751139063115,460.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_461_0_1_1_1_1_1_1_1_1_1_1_1_2_461_0,0.1602,0.14635,0.1205,0.11245,0.04895,0.0508,0.06365,0.0693,0.07525,0.0726,0.1463,0.2048,4,4,-0.4313156,-0.3572919,0.045350734,-0.16645308,0.3206951,0.47656813,-0.39366516,-0.49434513,20.08520685880735,73.6862425577646,461.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_462_0_1_1_1_1_1_1_1_1_1_1_1_2_462_0,0.194,0.1845,0.1275,0.1227,0.0506,0.0542,0.0738,0.0827,0.0808,0.0859,0.2676,0.2598,4,4,-0.4488424,-0.38098803,-0.1594454,-0.16948009,0.53616536,0.50303733,-0.56766254,-0.5170803,19.86529927725489,73.67483395365629,462.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_463_0_1_1_1_1_1_1_1_1_1_1_1_2_463_0,0.1506,0.2267,0.11615,0.1757,0.0537,0.0633,0.0668,0.09,0.07255,0.1042,0.1469,0.197,4,4,-0.38546458,-0.43163878,0.012436975,0.07009677,0.33880156,0.30810094,-0.37482452,-0.3728223,19.904106497528854,73.9393878048295,463.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_464_0_1_1_1_1_1_1_1_1_1_1_1_2_464_0,0.2096,0.2095,0.156,0.1586,0.0595,0.0436,0.0816,0.0708,0.0772,0.0738,0.2518,0.2482,6,6,-0.43956044,-0.49482697,-0.09146077,-0.084553204,0.5306991,0.5416149,-0.5104979,-0.5561128,20.017743380969975,73.82422378540537,464.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_465_0_1_1_1_1_1_1_1_1_1_1_1_2_465_0,0.1406,0.16945,0.0686,0.14435,0.0297,0.0867,0.0466,0.1014,0.0312,0.1066,0.3264,0.1594,4,4,-0.50213677,-0.25124606,-0.39785868,0.030561047,0.82550335,0.19849624,-0.75013405,-0.22239263,19.870599337431198,73.84901728724707,465.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_466_0_1_1_1_1_1_1_1_1_1_1_1_2_466_0,0.1681,0.1552,0.1076,0.1039,0.0465,0.0412,0.063,0.0626,0.0509,0.0625,0.2298,0.2458,4,4,-0.45478147,-0.4251607,-0.15506409,-0.22593516,0.63733524,0.5945508,-0.5696721,-0.5940337,20.016306076515384,73.89132793712909,466.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_467_0_1_1_1_1_1_1_1_1_1_1_1_2_467_0,0.2041,0.19045,0.1564,0.1265,0.0426,0.0331,0.0596,0.0572,0.0974,0.0727,0.1472,0.193,4,4,-0.5479712,-0.53805774,0.16196983,-0.00665015,0.20359771,0.45276627,-0.4235977,-0.5427658,19.955579963308903,73.6508489355703,467.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
