system:index,B11_2018,B11_2024,B12_2018,B12_2024,B2_2018,B2_2024,B3_2018,B3_2024,B4_2018,B4_2024,B8_2018,B8_2024,DW_LABEL_2018,DW_LABEL_2024,MNDWI_2018,MNDWI_2024,NDBI_2018,NDBI_2024,NDVI_2018,NDVI_2024,NDWI_2018,NDWI_2024,latitude,longitude,point_id,region,region_id,.geo
1_1_1_1_1_1_1_1_1_1_1_2_61_0_1_1_1_1_1_1_1_1_1_1_1_2_61_0,0.2606,0.2298,0.2144,0.18505,0.1006,0.0698,0.1286,0.10145,0.1626,0.1331,0.251,0.2257,4,6,-0.33915725,-0.3874717,0.01876466,0.009001098,0.21373308,0.2580825,-0.32244468,-0.3797952,19.86098736389112,73.68211030745766,61.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_62_0_1_1_1_1_1_1_1_1_1_1_1_2_62_0,0.2918,0.2879,0.2424,0.2393,0.0848,0.0732,0.1148,0.1054,0.167,0.1538,0.2296,0.2152,4,4,-0.43531728,-0.46402237,0.11929421,0.14450407,0.15784165,0.16639566,-0.33333334,-0.34248284,20.07721185277869,73.88989063267451,62.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_63_0_1_1_1_1_1_1_1_1_1_1_1_2_63_0,0.1478,0.1738,0.0839,0.1486,0.0397,0.0456,0.058,0.066,0.0433,0.0985,0.284,0.1598,4,4,-0.43634596,-0.44954127,-0.31542382,0.041966427,0.7354109,0.23732094,-0.6608187,-0.41541186,20.036697833464896,73.8695887072534,63.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_64_0_1_1_1_1_1_1_1_1_1_1_1_2_64_0,0.3612,0.365,0.2883,0.30165,0.0828,0.08185,0.1144,0.115,0.1738,0.1666,0.2502,0.2491,4,5,-0.51892346,-0.5208333,0.18155053,0.18873148,0.18018869,0.19846043,-0.372463,-0.36830541,19.889823284511355,73.69917829785592,64.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_65_0_1_1_1_1_1_1_1_1_1_1_1_2_65_0,0.1372,0.1611,0.07935,0.1204,0.0521,0.0392,0.06835,0.058,0.05095,0.0694,0.4184,0.1326,4,4,-0.334955,-0.4705614,-0.5061195,0.09703779,0.7828912,0.31287128,-0.7191577,-0.3913956,19.920635498756656,73.79475904408625,65.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_66_0_1_1_1_1_1_1_1_1_1_1_1_2_66_0,0.2678,0.2353,0.19165,0.1809,0.0709,0.0417,0.09,0.063,0.1178,0.0914,0.2231,0.1866,1,1,-0.49692565,-0.57760644,0.09105724,0.1154302,0.30888823,0.34244603,-0.4251038,-0.49519232,19.945429000598352,73.71983954939067,66.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_67_0_1_1_1_1_1_1_1_1_1_1_1_2_67_0,0.20175,0.2025,0.1524,0.1419,0.07475,0.0587,0.1011,0.0798,0.1195,0.094,0.2105,0.2268,4,6,-0.33234274,-0.43464398,-0.021224985,-0.056603774,0.27575758,0.41396508,-0.35109115,-0.47945204,19.905992959625507,73.73547023533436,67.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_68_0_1_1_1_1_1_1_1_1_1_1_1_2_68_0,0.2427,0.2226,0.18035,0.1871,0.0701,0.1396,0.0872,0.1774,0.1088,0.2094,0.2142,0.2458,6,6,-0.47135496,-0.113,0.062376887,-0.049530316,0.3263158,0.079964854,-0.42136696,-0.16162571,19.960610528899974,73.77517577089245,68.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_69_0_1_1_1_1_1_1_1_1_1_1_1_2_69_0,0.2228,0.2145,0.19195,0.1966,0.08125,0.0692,0.0995,0.0939,0.1436,0.132,0.1957,0.1742,5,4,-0.38256282,-0.39105058,0.064755075,0.10367893,0.15355143,0.13781843,-0.32588077,-0.2995151,19.907699758665334,73.94783196850021,69.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_70_0_1_1_1_1_1_1_1_1_1_1_1_2_70_0,0.1929,0.2941,0.1704,0.2704,0.0789,0.1794,0.1014,0.2166,0.1252,0.2746,0.1904,0.3384,6,6,-0.31090724,-0.1517525,0.0065223062,-0.070039526,0.20659062,0.1040783,-0.30500343,-0.21945946,20.003011010310416,73.80517950138203,70.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_71_0_1_1_1_1_1_1_1_1_1_1_1_2_71_0,0.08265,0.1058,0.04965,0.0636,0.05005,0.0283,0.06055,0.0405,0.04975,0.032,0.1097,0.1007,0,0,-0.15432961,-0.44634312,-0.14062907,0.024697337,0.37597993,0.51770914,-0.2886931,-0.42634562,19.93240342897862,73.88054815371966,71.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_72_0_1_1_1_1_1_1_1_1_1_1_1_2_72_0,0.3616,0.3506,0.3125,0.3097,0.132,0.1182,0.1688,0.1488,0.204,0.1822,0.263,0.2358,7,7,-0.36349925,-0.4040849,0.15786102,0.1957708,0.12633833,0.12822966,-0.21815656,-0.22620904,20.117007219865183,73.90004159538505,72.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_73_0_1_1_1_1_1_1_1_1_1_1_1_2_73_0,0.1569,0.18155,0.1165,0.14335,0.0522,0.04375,0.0738,0.0739,0.0824,0.0814,0.2308,0.2236,4,4,-0.36020806,-0.42141318,-0.1906113,-0.10378872,0.47381866,0.4662295,-0.5154301,-0.50319326,19.891619915079595,73.87273281074782,73.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_74_0_1_1_1_1_1_1_1_1_1_1_1_2_74_0,0.1643,0.182,0.1335,0.1572,0.0592,0.0473,0.0749,0.0644,0.0766,0.0686,0.1428,0.2006,4,5,-0.37374583,-0.47727272,0.07000977,-0.04861474,0.301732,0.49034175,-0.3118971,-0.51396227,19.964293621564863,73.92492492875516,74.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_75_0_1_1_1_1_1_1_1_1_1_1_1_2_75_0,0.2513,0.26785,0.1937,0.1949,0.0672,0.0644,0.0966,0.0916,0.1206,0.117,0.2246,0.2306,4,5,-0.444668,-0.49033245,0.056104224,0.07473167,0.30127463,0.32681242,-0.3985056,-0.43140906,19.94012894042205,73.68031367688941,75.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_76_0_1_1_1_1_1_1_1_1_1_1_1_2_76_0,0.2696,0.2846,0.1911,0.2081,0.0612,0.0536,0.0776,0.0714,0.1019,0.1038,0.1944,0.1798,5,5,-0.5529954,-0.5988764,0.16206896,0.22566752,0.3121836,0.26798308,-0.42941177,-0.43152866,20.086823826318767,73.86788190821358,76.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_77_0_1_1_1_1_1_1_1_1_1_1_1_2_77_0,0.3398,0.3155,0.2651,0.2477,0.0844,0.0847,0.1145,0.1118,0.1689,0.1585,0.2518,0.236,5,5,-0.4959278,-0.47671425,0.14874916,0.14415231,0.19705254,0.1964512,-0.37482938,-0.35710177,20.130841275240623,73.6584846154853,77.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_78_0_1_1_1_1_1_1_1_1_1_1_1_2_78_0,0.1778,0.215,0.1083,0.1736,0.0504,0.0589,0.06215,0.0813,0.0563,0.1004,0.398,0.1952,4,4,-0.4819754,-0.45123187,-0.38242444,0.048269138,0.7521462,0.32070366,-0.7298707,-0.4119349,19.91955752041571,73.93076397810194,78.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_79_0_1_1_1_1_1_1_1_1_1_1_1_2_79_0,0.2261,0.1985,0.187,0.1663,0.0626,0.0476,0.087,0.0655,0.0929,0.0692,0.2114,0.2412,6,6,-0.444267,-0.5037879,0.0336,-0.097111665,0.38941833,0.5541237,-0.41689008,-0.5728725,20.017743380969975,73.75550266617022,79.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_80_0_1_1_1_1_1_1_1_1_1_1_1_2_80_0,0.163,0.21565,0.0922,0.14325,0.0364,0.04375,0.055,0.07465,0.047,0.082,0.2896,0.2607,4,4,-0.49541286,-0.48570445,-0.27971718,-0.09457332,0.7207368,0.5214473,-0.6807893,-0.5547935,19.87491125079497,73.94486752806262,80.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_81_0_1_1_1_1_1_1_1_1_1_1_1_2_81_0,0.1903,0.1873,0.1338,0.1186,0.0468,0.0271,0.0719,0.0552,0.0633,0.0516,0.2158,0.258,4,4,-0.4515637,-0.5447423,-0.06279241,-0.15876937,0.5463991,0.6666667,-0.5001738,-0.6475096,20.11610890458106,73.84668166750835,81.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_82_0_1_1_1_1_1_1_1_1_1_1_1_2_82_0,0.1539,0.1983,0.1009,0.1489,0.0355,0.0529,0.0523,0.0789,0.0463,0.1001,0.2688,0.2308,4,4,-0.49272552,-0.43073592,-0.271824,-0.07573992,0.706125,0.39498338,-0.67424476,-0.49047464,19.881199457783808,73.87066668559434,82.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_83_0_1_1_1_1_1_1_1_1_1_1_1_2_83_0,0.2004,0.207,0.15425,0.148,0.0493,0.0425,0.0628,0.0628,0.071,0.0746,0.1672,0.206,6,6,-0.52279633,-0.53446996,0.09031556,0.0024213076,0.4038623,0.46828225,-0.45391303,-0.5327381,19.973636100519705,73.81524063256417,83.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_84_0_1_1_1_1_1_1_1_1_1_1_1_2_84_0,0.3777,0.3627,0.2544,0.2105,0.099,0.087,0.1398,0.1226,0.1656,0.1416,0.4084,0.4172,1,1,-0.45971015,-0.49474552,-0.039053556,-0.069880754,0.42299652,0.4931997,-0.48996717,-0.5457577,20.10227484920562,73.73511090922071,84.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_85_0_1_1_1_1_1_1_1_1_1_1_1_2_85_0,0.16015,0.1732,0.10545,0.1156,0.0511,0.0346,0.0705,0.062,0.05815,0.0548,0.2846,0.2742,4,4,-0.38868415,-0.4727891,-0.2798201,-0.22574878,0.66068566,0.6668693,-0.60292876,-0.63117194,19.90329801377315,73.85503599965067,85.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_86_0_1_1_1_1_1_1_1_1_1_1_1_2_86_0,0.1824,0.1978,0.123,0.1181,0.0463,0.0369,0.0631,0.0614,0.0717,0.0441,0.1794,0.3484,4,4,-0.48594704,-0.52623457,0.008291874,-0.2757232,0.4289128,0.7752866,-0.4795876,-0.70034164,20.099310408768027,73.70519701025952,86.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_87_0_1_1_1_1_1_1_1_1_1_1_1_2_87_0,0.1679,0.1712,0.13975,0.12865,0.0738,0.0594,0.09665,0.0818,0.111,0.08885,0.1603,0.1407,4,4,-0.26932526,-0.35335967,0.023156611,0.09778775,0.18171765,0.22587672,-0.24771357,-0.2647191,20.107664740910337,73.69172228099774,87.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_88_0_1_1_1_1_1_1_1_1_1_1_1_2_88_0,0.27,0.2535,0.2314,0.2178,0.1073,0.1122,0.1395,0.1394,0.1787,0.1696,0.2383,0.2374,4,6,-0.31868133,-0.29040468,0.062364746,0.032796904,0.14292566,0.16658476,-0.26151404,-0.26008493,19.926115221989782,73.71157504877678,88.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_89_0_1_1_1_1_1_1_1_1_1_1_1_2_89_0,0.1843,0.2096,0.1472,0.1547,0.0708,0.066,0.0788,0.0852,0.0954,0.1044,0.1798,0.1912,6,6,-0.40098822,-0.421981,0.012359242,0.045908183,0.30668604,0.29364005,-0.3905646,-0.3835022,20.14224987934894,73.92043335233457,89.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_90_0_1_1_1_1_1_1_1_1_1_1_1_2_90_0,0.1489,0.1423,0.0802,0.0781,0.0483,0.0224,0.0593,0.0389,0.0488,0.0325,0.2006,0.1854,1,1,-0.43035543,-0.5706402,-0.14792562,-0.13152273,0.60866076,0.701698,-0.54367065,-0.6531431,20.0322062570443,73.73556006686277,90.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_91_0_1_1_1_1_1_1_1_1_1_1_1_2_91_0,0.1909,0.2018,0.1292,0.1351,0.05315,0.0502,0.0729,0.0798,0.0732,0.0724,0.2311,0.2752,4,6,-0.44730857,-0.43323863,-0.095260665,-0.1538784,0.5188958,0.5834292,-0.52039474,-0.55042255,19.93015764076832,73.872553147691,91.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_92_0_1_1_1_1_1_1_1_1_1_1_1_2_92_0,0.1627,0.1622,0.0996,0.08335,0.0674,0.0357,0.075,0.062,0.0594,0.04145,0.4604,0.3614,4,4,-0.36895245,-0.4469224,-0.4777724,-0.3804431,0.7714506,0.7942162,-0.71983564,-0.70713276,19.867185739351545,73.83967480829222,92.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_93_0_1_1_1_1_1_1_1_1_1_1_1_2_93_0,0.30385,0.2815,0.238,0.2227,0.08445,0.0777,0.1078,0.1054,0.1515,0.1412,0.2137,0.207,4,4,-0.4762541,-0.4551564,0.17418607,0.15250768,0.17031763,0.18897186,-0.32939348,-0.32522407,19.951537544530368,73.93777083731807,93.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_94_0_1_1_1_1_1_1_1_1_1_1_1_2_94_0,0.19305,0.21215,0.1229,0.13735,0.0372,0.05365,0.05065,0.07655,0.04055,0.0779,0.2955,0.2975,4,4,-0.584325,-0.46969172,-0.20970218,-0.16746788,0.7586669,0.584976,-0.7073523,-0.59069645,20.10595794187051,73.66028124605356,94.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_95_0_1_1_1_1_1_1_1_1_1_1_1_2_95_0,0.15915,0.1681,0.08605,0.1006,0.043,0.0271,0.05105,0.0432,0.0403,0.0396,0.2119,0.1936,1,1,-0.5142721,-0.5911027,-0.14216413,-0.07050041,0.68041235,0.6603774,-0.61171323,-0.6351351,19.902399698489027,73.83464424270115,95.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_96_0_1_1_1_1_1_1_1_1_1_1_1_2_96_0,0.22515,0.2033,0.1636,0.14125,0.0541,0.04305,0.07695,0.06545,0.1212,0.0844,0.2409,0.2392,4,4,-0.49056605,-0.5129302,-0.033794656,-0.081129946,0.33057165,0.47836834,-0.51580936,-0.5703266,20.135063357075985,73.70573599943,96.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_97_0_1_1_1_1_1_1_1_1_1_1_1_2_97_0,0.2251,0.1612,0.157,0.1037,0.065,0.0392,0.0814,0.0621,0.0988,0.0688,0.226,0.2916,4,4,-0.46884176,-0.4437976,-0.001995123,-0.28798586,0.3916256,0.618202,-0.47039688,-0.648855,19.999327917645523,73.9335487554827,97.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_98_0_1_1_1_1_1_1_1_1_1_1_1_2_98_0,0.11425,0.1484,0.0618,0.0836,0.0435,0.0304,0.0462,0.0404,0.0393,0.0344,0.1313,0.1546,0,1,-0.42411965,-0.5720339,-0.06943596,-0.020462045,0.53927314,0.6359788,-0.4794366,-0.585641,19.92638471657502,73.7831707769211,98.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_99_0_1_1_1_1_1_1_1_1_1_1_1_2_99_0,0.1726,0.1936,0.1413,0.1589,0.0805,0.0814,0.0894,0.0942,0.0961,0.1032,0.172,0.1604,6,6,-0.31755725,-0.34537873,0.0017411491,0.09378531,0.28310332,0.21699545,-0.3159908,-0.2600157,19.977858182355067,73.7462500187438,99.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_100_0_1_1_1_1_1_1_1_1_1_1_1_2_100_0,0.1414,0.171,0.0702,0.1073,0.0461,0.0482,0.0646,0.0748,0.0467,0.0665,0.3528,0.3088,4,4,-0.37281552,-0.3913751,-0.42776203,-0.287203,0.76620775,0.6456168,-0.6904648,-0.61001045,20.015317929702853,73.8853990562539,100.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_101_0_1_1_1_1_1_1_1_1_1_1_1_2_101_0,0.2929,0.307,0.2588,0.2564,0.1128,0.1276,0.1404,0.1672,0.1584,0.191,0.2544,0.2932,6,6,-0.35195014,-0.29481232,0.070345335,0.022992335,0.23255815,0.2110698,-0.2887538,-0.27367505,19.997531287077287,73.86626494070215,101.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_102_0_1_1_1_1_1_1_1_1_1_1_1_2_102_0,0.2891,0.3896,0.2062,0.2747,0.0579,0.075,0.066,0.1024,0.1094,0.1616,0.2074,0.2654,4,4,-0.6282737,-0.5837398,0.16455187,0.18961832,0.30934343,0.24309133,-0.51719093,-0.44317564,20.116558062223124,73.78478774443252,102.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_103_0_1_1_1_1_1_1_1_1_1_1_1_2_103_0,0.1786,0.158,0.1607,0.1084,0.057,0.046,0.083,0.0705,0.0852,0.0872,0.17,0.2642,4,4,-0.36544344,-0.38293216,0.02467011,-0.25153956,0.3322884,0.5036995,-0.34387353,-0.57872725,19.974893741917473,73.931213135744,103.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_104_0_1_1_1_1_1_1_1_1_1_1_1_2_104_0,0.2592,0.1745,0.2091,0.1357,0.1702,0.0444,0.201,0.0767,0.2178,0.0787,0.2946,0.1532,6,4,-0.12646675,-0.38933122,-0.063921995,0.06499848,0.1498829,0.32125917,-0.18886198,-0.33275336,20.040919915300258,73.76188070468747,104.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_105_0_1_1_1_1_1_1_1_1_1_1_1_2_105_0,0.2072,0.2268,0.1534,0.16695,0.0436,0.055,0.058,0.08085,0.06075,0.0907,0.2058,0.206,4,4,-0.5625943,-0.47440273,0.0033898305,0.04805915,0.54417557,0.388608,-0.56027293,-0.43629074,20.056999758885997,73.70546650484476,105.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_106_0_1_1_1_1_1_1_1_1_1_1_1_2_106_0,0.2555,0.24845,0.1917,0.18755,0.06225,0.06075,0.0828,0.0792,0.1129,0.1075,0.2097,0.1939,4,4,-0.51049364,-0.5165573,0.09845228,0.12331864,0.300062,0.28666225,-0.43384615,-0.4199927,19.912281166614342,73.68255946509971,106.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_107_0_1_1_1_1_1_1_1_1_1_1_1_2_107_0,0.3308,0.3283,0.2416,0.2455,0.1084,0.0836,0.1422,0.1218,0.2078,0.1744,0.3288,0.2884,4,4,-0.3987315,-0.45878693,0.0030321407,0.0646992,0.22549385,0.2463267,-0.39617833,-0.40614334,20.110269855234286,73.77463678172197,107.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_108_0_1_1_1_1_1_1_1_1_1_1_1_2_108_0,0.24435,0.1942,0.209,0.147,0.0871,0.0621,0.1124,0.0808,0.1454,0.0938,0.2216,0.2206,6,6,-0.36986685,-0.41236365,0.04882498,-0.06364513,0.20762943,0.40330788,-0.3269461,-0.46383545,20.009928037998137,73.70402920039017,108.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_109_0_1_1_1_1_1_1_1_1_1_1_1_2_109_0,0.1575,0.2166,0.093,0.1585,0.0526,0.0772,0.0625,0.1044,0.0594,0.1306,0.2996,0.2176,4,4,-0.4318182,-0.34953272,-0.31087288,-0.0023030862,0.6690808,0.2498564,-0.6547915,-0.35155278,20.093740854006487,73.90947390586831,109.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_110_0_1_1_1_1_1_1_1_1_1_1_1_2_110_0,0.19755,0.2493,0.1543,0.19385,0.0479,0.0686,0.0665,0.0917,0.07945,0.1173,0.1892,0.1953,4,5,-0.49630752,-0.4621701,0.021590175,0.12145749,0.4085241,0.24952015,-0.4798592,-0.36097562,20.145304151314946,73.67384580684376,110.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_111_0_1_1_1_1_1_1_1_1_1_1_1_2_111_0,0.276,0.2774,0.1944,0.2003,0.0582,0.0458,0.07895,0.071,0.0965,0.0903,0.2214,0.2052,5,1,-0.5551486,-0.5924225,0.109770805,0.1496063,0.39289084,0.38883248,-0.47428,-0.4858798,19.910574367574515,73.81344400199593,111.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_112_0_1_1_1_1_1_1_1_1_1_1_1_2_112_0,0.1731,0.1828,0.1122,0.1209,0.0471,0.0341,0.0681,0.0596,0.0684,0.0584,0.222,0.2408,4,4,-0.4353234,-0.50825083,-0.12376613,-0.13692163,0.5289256,0.6096257,-0.53050673,-0.6031957,20.132907400394096,73.76834857473312,112.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_113_0_1_1_1_1_1_1_1_1_1_1_1_2_113_0,0.1903,0.2078,0.1159,0.1569,0.0521,0.0614,0.0836,0.0932,0.0703,0.125,0.2894,0.2152,4,4,-0.38955823,-0.3807309,-0.20658745,-0.01749409,0.6091187,0.26513815,-0.5517426,-0.39559016,20.053137003164284,73.87551758812859,113.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_114_0_1_1_1_1_1_1_1_1_1_1_1_2_114_0,0.1624,0.1737,0.10775,0.1054,0.059,0.0482,0.0922,0.0712,0.06635,0.0687,0.328,0.2634,4,6,-0.27572662,-0.41853818,-0.33768353,-0.2052162,0.6634969,0.5862692,-0.56116134,-0.57441723,19.917042237620176,73.87524809354335,114.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_115_0_1_1_1_1_1_1_1_1_1_1_1_2_115_0,0.1137,0.11855,0.0746,0.08705,0.054,0.0438,0.0738,0.0643,0.0717,0.06095,0.1826,0.1782,6,6,-0.2128,-0.29669127,-0.23253459,-0.20101096,0.43609908,0.49027807,-0.42433697,-0.4696907,19.985224367684847,73.66674911609921,115.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_116_0_1_1_1_1_1_1_1_1_1_1_1_2_116_0,0.1912,0.2034,0.1309,0.1339,0.0562,0.0301,0.0693,0.0505,0.07725,0.0632,0.1863,0.164,1,1,-0.46794626,-0.6022056,0.012980132,0.107240066,0.41377348,0.44366196,-0.45774648,-0.52913755,19.91398796565417,73.75801794896576,116.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_117_0_1_1_1_1_1_1_1_1_1_1_1_2_117_0,0.2472,0.23605,0.1854,0.16695,0.061,0.0574,0.083,0.086,0.125,0.0982,0.2142,0.2245,4,4,-0.49727437,-0.46592143,0.07152145,0.02507871,0.2629717,0.3913852,-0.44145358,-0.44605476,19.863053489044592,73.65704731103072,117.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_118_0_1_1_1_1_1_1_1_1_1_1_1_2_118_0,0.1593,0.19325,0.1136,0.13375,0.0439,0.04595,0.0596,0.0779,0.0712,0.0816,0.1964,0.2541,4,4,-0.45545912,-0.4254103,-0.10430138,-0.13602325,0.4678625,0.51385164,-0.534375,-0.5307229,19.858921238737643,73.88926181197562,118.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_119_0_1_1_1_1_1_1_1_1_1_1_1_2_119_0,0.2509,0.2761,0.1888,0.2074,0.0654,0.0628,0.0925,0.0896,0.1174,0.1234,0.2514,0.2346,1,6,-0.46126965,-0.50998086,-9.954211E-4,0.08126102,0.36334056,0.31061453,-0.4620529,-0.44725478,20.111078338989994,73.79134544600659,119.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_120_0_1_1_1_1_1_1_1_1_1_1_1_2_120_0,0.29375,0.3225,0.2175,0.2399,0.083,0.0888,0.1151,0.1162,0.1638,0.1656,0.2623,0.2583,4,4,-0.43695733,-0.47025302,0.056559663,0.11053719,0.2311664,0.21868365,-0.3900371,-0.37943926,20.112964801086644,73.72271415829987,120.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_121_0_1_1_1_1_1_1_1_1_1_1_1_2_121_0,0.1145,0.1543,0.0839,0.1012,0.0481,0.0443,0.0578,0.0741,0.0588,0.066,0.1676,0.318,4,4,-0.32907718,-0.35113835,-0.18823113,-0.34660172,0.48056537,0.65625,-0.48713398,-0.6220352,19.998968591531877,73.94738281085816,121.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
